,Year,Cause Name,State,Death Counts,State Population(adjusted by year),"Deaths per 100,000 people",Alcohol Consumption,Drunk Driving Penalties,Legal Driving Age,Rural Freeway Speed Limits,Gun Laws,Summer Temperature,Mean Temperature,Winter Temperature,Unemployment Rate,Average Income,Quality of Life,Kids Proportion,Adult Proportion,Elderly Proportion,Smoking Proportion,Air Pollution,Overweight Proportion,High Blood Pressure Proportion,Gender Ratio,Cancer Death Proportion,AD Death Proportion
4882,2008,Heart disease,Colorado,6118,4709615.0,129.9,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,"60,943",10.0,22.5,67.8,9.7,14.6,6.7,22.3,25.9,1.012,142.67000000000004,28.73
4883,2008,Heart disease,California,60709,36596645.0,165.89,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,"57,014",50.0,22.9,66.5,10.6,11.3,11.9,25.0,28.4,0.988,149.43,27.59
4884,2008,Heart disease,Arkansas,7516,3384223.0,222.09,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,"39,586",7.0,23.5,62.5,14.0,22.3,7.1,35.7,41.3,0.971,192.84,26.39
4885,2008,Heart disease,Arizona,10385,6099266.0,170.27,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,"46,914",39.0,23.3,63.7,13.0,15.6,9.7,29.0,30.7,0.988,165.28,34.410000000000004
4886,2008,Heart disease,Alaska,634,677418.0,93.59,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"63,989",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,127.99,11.81
4887,2008,Heart disease,Alabama,12074,4744035.0,254.51,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"44,476",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,214.63,32.0
4888,2008,Diabetes,Wyoming,130,574785.0,22.62,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"53,337",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,152.06,21.75
4889,2008,Diabetes,Wisconsin,1152,5685008.0,20.26,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"51,200",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,196.75,29.110000000000007
4890,2008,Diabetes,West Virginia,753,1815906.0,41.47,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"37,994",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,253.59,36.46
4891,2008,Diabetes,Washington,1590,6412212.0,24.8,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"56,631",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,181.19,48.42
4892,2008,Diabetes,Virginia,1534,7793127.0,19.68,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"61,985",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,179.43,22.62
4893,2008,Diabetes,Vermont,151,622145.0,24.27,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"50,706",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,205.58,35.04
4894,2008,Diabetes,Utah,468,2694060.0,17.37,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"62,537",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,92.5,15.18
4895,2008,Diabetes,United States,70553,300843878.0,23.45,,,,,,,,,,"50,303",,,,,,,,,,187.96,27.399999999999995
4896,2008,Diabetes,Texas,5155,24099942.0,21.39,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"46,490",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,148.19,21.91
4897,2008,Diabetes,Tennessee,1733,6348931.0,27.3,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"39,702",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,207.31,38.16
4898,2008,Diabetes,South Dakota,216,798918.0,27.04,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"51,600",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,196.52,50.32
4899,2008,Diabetes,South Carolina,1133,4395209.0,25.78,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"42,155",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,209.3,33.95
4900,2008,Diabetes,Rhode Island,195,1062631.0,18.35,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,"53,241",23.0,19.6,65.9,14.5,14.9,7.6,30.7,33.1,0.9390000000000001,209.57,33.78
4901,2008,Diabetes,Pennsylvania,3313,12509434.0,26.48,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,"51,402",44.0,20.8,63.6,15.6,18.7,9.7,30.3,32.6,0.96,231.54,30.880000000000006
4902,2008,Diabetes,Oregon,1025,3763293.0,27.24,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,"51,727",18.0,21.1,66.1,12.8,16.1,7.7,28.7,30.1,0.983,198.74,34.6
4903,2008,Diabetes,Oklahoma,1103,4015023.0,27.47,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,"46,111",17.0,24.4,62.4,13.2,20.1,7.9,32.8,37.7,0.983,190.71,26.43
4904,2008,Diabetes,Ohio,3565,11491771.0,31.02,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,"46,934",40.0,22.3,64.4,13.3,21.1,9.0,31.5,34.7,0.96,217.53,37.29
4905,2008,Diabetes,North Dakota,201,644903.0,31.17,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,"49,631",1.0,23.3,62.0,14.7,18.3,4.5,31.9,29.5,1.058,209.95,48.38
4906,2008,Diabetes,North Carolina,2170,9208324.0,23.57,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,"42,930",34.0,22.4,65.6,12.0,17.2,7.4,31.8,34.7,0.948,189.54,28.5
4907,2008,Diabetes,New York,3605,19208983.0,18.77,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,"50,461",37.0,20.9,66.2,12.9,14.1,7.0,25.5,29.4,0.9440000000000001,184.03,11.99
4908,2008,Diabetes,New Mexico,582,2018592.0,28.83,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,"42,102",8.0,23.4,64.9,11.7,17.5,5.8,28.3,30.5,0.981,166.2,18.13
4909,2008,Diabetes,New Jersey,2242,8779633.0,25.540000000000006,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,"65,306",49.0,22.0,64.8,13.2,13.7,8.3,27.4,33.0,0.9540000000000001,192.22,21.15
4910,2008,Diabetes,New Hampshire,297,1308724.0,22.69,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,"66,176",4.0,19.3,68.7,12.0,15.7,5.0,26.6,30.0,0.983,196.83,30.03
4911,2008,Diabetes,Nevada,373,2515983.0,14.829999999999998,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,"54,744",43.0,22.9,66.1,11.0,17.6,8.8,25.8,32.6,1.01,175.04,11.09
4912,2008,Diabetes,Nebraska,470,1786169.0,26.31,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,"50,728",14.0,24.8,61.6,13.6,15.4,7.1,32.0,30.6,0.998,189.01,34.15000000000001
4913,2008,Diabetes,Montana,254,1018589.0,24.94,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,"42,900",13.0,21.8,64.8,13.4,17.2,6.8,25.5,29.0,1.004,182.8,28.860000000000007
4914,2008,Diabetes,Missouri,1348,6103069.0,22.09,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,"46,038",15.0,22.6,63.9,13.5,20.8,7.9,31.7,32.0,0.965,205.19,32.93
4915,2008,Diabetes,Mississippi,758,2951244.0,25.68,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,"36,446",6.0,23.9,64.0,12.1,22.2,7.6,37.3,40.8,0.941,208.93,31.04
4916,2008,Diabetes,Minnesota,1087,5161011.0,21.06,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,"54,925",2.0,23.3,64.6,12.1,14.5,7.1,27.8,26.6,0.995,183.03,26.040000000000006
4917,2008,Diabetes,Michigan,2752,10014008.0,27.48,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,"49,788",29.0,21.8,65.9,12.3,19.3,8.3,32.5,34.7,0.971,201.83,27.35
4918,2008,Diabetes,Massachusetts,1079,6431367.0,16.78,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,"60,320",25.0,20.0,66.5,13.5,13.7,6.0,23.6,28.6,0.945,202.62,28.49
4919,2008,Diabetes,Maryland,1239,5790570.0,21.4,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,"63,711",31.0,22.3,66.4,11.3,13.8,8.3,29.9,32.4,0.9420000000000001,178.91,17.549999999999994
4920,2008,Diabetes,Maine,344,1321651.0,26.03,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,"47,228",12.0,18.9,66.7,14.4,17.3,6.5,29.9,34.8,0.961,234.03,34.050000000000004
4921,2008,Diabetes,Louisiana,1332,4475322.0,29.76,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,"39,563",42.0,23.7,64.7,11.6,23.1,8.0,35.5,39.0,0.956,205.50000000000003,30.41
4922,2008,Diabetes,Kentucky,1214,4438082.0,27.35,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,"41,148",27.0,22.7,64.8,12.5,24.6,8.2,34.2,39.4,0.971,216.06,30.87
4923,2008,Diabetes,Kansas,706,2877348.0,24.54,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,"47,877",16.0,24.5,62.2,13.3,17.4,6.9,31.2,32.8,0.995,183.99,33.4
4924,2008,Diabetes,Iowa,764,3011136.0,25.37,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,"50,142",9.0,23.3,61.8,14.9,17.1,7.2,32.0,31.5,0.987,213.34,44.24
4925,2008,Diabetes,Indiana,1683,6370890.0,26.42,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,"46,520",48.0,23.6,64.0,12.4,21.8,8.7,32.5,35.2,0.972,206.2,30.94
4926,2008,Diabetes,Illinois,2846,12707461.0,22.4,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,"53,254",47.0,22.6,65.3,12.1,15.5,9.6,31.6,32.2,0.9670000000000001,191.23,25.12
4927,2008,Diabetes,Idaho,356,1481480.0,24.03,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,"47,420",20.0,25.8,62.9,11.3,14.3,6.7,27.4,29.8,1.01,169.49,26.53
4928,2008,Diabetes,Hawaii,286,1272232.0,22.48,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,"61,521",36.0,21.4,65.3,13.3,12.8,5.8,23.8,30.6,1.0070000000000001,172.45,17.14
4929,2008,Diabetes,Georgia,1496,9299561.0,16.09,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,"46,227",32.0,24.1,66.3,9.6,17.5,8.6,31.4,33.1,0.946,157.22,20.74
4930,2008,Diabetes,Florida,5161,18971650.0,27.200000000000006,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,"44,857",33.0,20.0,62.4,17.6,16.1,7.1,27.4,34.6,0.956,215.13,25.0
4931,2008,Diabetes,District of Columbia,156,585136.0,26.66,,,,,,,,,,,,,,,,,,,0.902,195.34,22.56
4932,2008,Diabetes,Delaware,217,860188.0,25.230000000000004,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,"50,702",24.0,21.3,65.7,13.0,17.0,8.6,30.7,34.9,0.938,222.28,23.72
4933,2008,Diabetes,Connecticut,624,3525871.0,17.7,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,"64,682",38.0,20.7,65.5,13.8,12.7,7.7,26.0,30.5,0.953,193.71,23.8
4934,2008,Diabetes,Colorado,767,4709615.0,16.29,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,"60,943",10.0,22.5,67.8,9.7,14.6,6.7,22.3,25.9,1.012,142.67000000000004,28.73
4935,2008,Diabetes,California,7375,36596645.0,20.15,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,"57,014",50.0,22.9,66.5,10.6,11.3,11.9,25.0,28.4,0.988,149.43,27.59
4936,2008,Diabetes,Arkansas,901,3384223.0,26.62,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,"39,586",7.0,23.5,62.5,14.0,22.3,7.1,35.7,41.3,0.971,192.84,26.39
4937,2008,Diabetes,Arizona,1173,6099266.0,19.23,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,"46,914",39.0,23.3,63.7,13.0,15.6,9.7,29.0,30.7,0.988,165.28,34.410000000000004
4938,2008,Diabetes,Alaska,93,677418.0,13.73,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"63,989",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,127.99,11.81
4939,2008,Diabetes,Alabama,1386,4744035.0,29.22,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"44,476",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,214.63,32.0
4940,2008,Cancer,Wyoming,874,574785.0,152.06,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"53,337",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,152.06,21.75
4941,2008,Cancer,Wisconsin,11185,5685008.0,196.75,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"51,200",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,196.75,29.110000000000007
4942,2008,Cancer,West Virginia,4605,1815906.0,253.59,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"37,994",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,253.59,36.46
4943,2008,Cancer,Washington,11618,6412212.0,181.19,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"56,631",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,181.19,48.42
4944,2008,Cancer,Virginia,13983,7793127.0,179.43,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"61,985",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,179.43,22.62
4945,2008,Cancer,Vermont,1279,622145.0,205.58,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"50,706",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,205.58,35.04
4946,2008,Cancer,Utah,2492,2694060.0,92.5,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"62,537",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,92.5,15.18
4947,2008,Cancer,United States,565469,300843878.0,187.96,,,,,,,,,,"50,303",,,,,,,,,,187.96,27.399999999999995
4948,2008,Cancer,Texas,35713,24099942.0,148.19,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"46,490",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,148.19,21.91
4949,2008,Cancer,Tennessee,13162,6348931.0,207.31,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"39,702",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,207.31,38.16
4950,2008,Cancer,South Dakota,1570,798918.0,196.52,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,"51,600",5.0,24.7,61.0,14.3,19.3,5.4,32.3,30.8,1.0170000000000001,196.52,50.32
4951,2008,Cancer,South Carolina,9199,4395209.0,209.3,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,"42,155",30.0,22.0,65.9,12.1,18.8,7.4,26.6,38.1,0.9420000000000001,209.3,33.95
4952,2008,Cancer,Rhode Island,2227,1062631.0,209.57,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,"53,241",23.0,19.6,65.9,14.5,14.9,7.6,30.7,33.1,0.9390000000000001,209.57,33.78
4953,2008,Cancer,Pennsylvania,28964,12509434.0,231.54,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,"51,402",44.0,20.8,63.6,15.6,18.7,9.7,30.3,32.6,0.96,231.54,30.880000000000006
4954,2008,Cancer,Oregon,7479,3763293.0,198.74,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,"51,727",18.0,21.1,66.1,12.8,16.1,7.7,28.7,30.1,0.983,198.74,34.6
4955,2008,Cancer,Oklahoma,7657,4015023.0,190.71,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,"46,111",17.0,24.4,62.4,13.2,20.1,7.9,32.8,37.7,0.983,190.71,26.43
4956,2008,Cancer,Ohio,24998,11491771.0,217.53,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,"46,934",40.0,22.3,64.4,13.3,21.1,9.0,31.5,34.7,0.96,217.53,37.29
4957,2008,Cancer,North Dakota,1354,644903.0,209.95,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,"49,631",1.0,23.3,62.0,14.7,18.3,4.5,31.9,29.5,1.058,209.95,48.38
4958,2008,Cancer,North Carolina,17453,9208324.0,189.54,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,"42,930",34.0,22.4,65.6,12.0,17.2,7.4,31.8,34.7,0.948,189.54,28.5
4959,2008,Cancer,New York,35351,19208983.0,184.03,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,"50,461",37.0,20.9,66.2,12.9,14.1,7.0,25.5,29.4,0.9440000000000001,184.03,11.99
4960,2008,Cancer,New Mexico,3355,2018592.0,166.2,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,"42,102",8.0,23.4,64.9,11.7,17.5,5.8,28.3,30.5,0.981,166.2,18.13
4961,2008,Cancer,New Jersey,16876,8779633.0,192.22,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,"65,306",49.0,22.0,64.8,13.2,13.7,8.3,27.4,33.0,0.9540000000000001,192.22,21.15
4962,2008,Cancer,New Hampshire,2576,1308724.0,196.83,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,"66,176",4.0,19.3,68.7,12.0,15.7,5.0,26.6,30.0,0.983,196.83,30.03
4963,2008,Cancer,Nevada,4404,2515983.0,175.04,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,"54,744",43.0,22.9,66.1,11.0,17.6,8.8,25.8,32.6,1.01,175.04,11.09
4964,2008,Cancer,Nebraska,3376,1786169.0,189.01,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,"50,728",14.0,24.8,61.6,13.6,15.4,7.1,32.0,30.6,0.998,189.01,34.15000000000001
4965,2008,Cancer,Montana,1862,1018589.0,182.8,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,"42,900",13.0,21.8,64.8,13.4,17.2,6.8,25.5,29.0,1.004,182.8,28.860000000000007
4966,2008,Cancer,Missouri,12523,6103069.0,205.19,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,"46,038",15.0,22.6,63.9,13.5,20.8,7.9,31.7,32.0,0.965,205.19,32.93
4967,2008,Cancer,Mississippi,6166,2951244.0,208.93,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,"36,446",6.0,23.9,64.0,12.1,22.2,7.6,37.3,40.8,0.941,208.93,31.04
4968,2008,Cancer,Minnesota,9446,5161011.0,183.03,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,"54,925",2.0,23.3,64.6,12.1,14.5,7.1,27.8,26.6,0.995,183.03,26.040000000000006
4969,2008,Cancer,Michigan,20211,10014008.0,201.83,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,"49,788",29.0,21.8,65.9,12.3,19.3,8.3,32.5,34.7,0.971,201.83,27.35
4970,2008,Cancer,Massachusetts,13031,6431367.0,202.62,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,"60,320",25.0,20.0,66.5,13.5,13.7,6.0,23.6,28.6,0.945,202.62,28.49
4971,2008,Cancer,Maryland,10360,5790570.0,178.91,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,"63,711",31.0,22.3,66.4,11.3,13.8,8.3,29.9,32.4,0.9420000000000001,178.91,17.549999999999994
4972,2008,Cancer,Maine,3093,1321651.0,234.03,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,"47,228",12.0,18.9,66.7,14.4,17.3,6.5,29.9,34.8,0.961,234.03,34.050000000000004
4973,2008,Cancer,Louisiana,9197,4475322.0,205.50000000000003,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,"39,563",42.0,23.7,64.7,11.6,23.1,8.0,35.5,39.0,0.956,205.50000000000003,30.41
4974,2008,Cancer,Kentucky,9589,4438082.0,216.06,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,"41,148",27.0,22.7,64.8,12.5,24.6,8.2,34.2,39.4,0.971,216.06,30.87
4975,2008,Cancer,Kansas,5294,2877348.0,183.99,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,"47,877",16.0,24.5,62.2,13.3,17.4,6.9,31.2,32.8,0.995,183.99,33.4
4976,2008,Cancer,Iowa,6424,3011136.0,213.34,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,"50,142",9.0,23.3,61.8,14.9,17.1,7.2,32.0,31.5,0.987,213.34,44.24
4977,2008,Cancer,Indiana,13137,6370890.0,206.2,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,"46,520",48.0,23.6,64.0,12.4,21.8,8.7,32.5,35.2,0.972,206.2,30.94
4978,2008,Cancer,Illinois,24300,12707461.0,191.23,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,"53,254",47.0,22.6,65.3,12.1,15.5,9.6,31.6,32.2,0.9670000000000001,191.23,25.12
4979,2008,Cancer,Idaho,2511,1481480.0,169.49,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,"47,420",20.0,25.8,62.9,11.3,14.3,6.7,27.4,29.8,1.01,169.49,26.53
4980,2008,Cancer,Hawaii,2194,1272232.0,172.45,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,"61,521",36.0,21.4,65.3,13.3,12.8,5.8,23.8,30.6,1.0070000000000001,172.45,17.14
4981,2008,Cancer,Georgia,14621,9299561.0,157.22,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,"46,227",32.0,24.1,66.3,9.6,17.5,8.6,31.4,33.1,0.946,157.22,20.74
4982,2008,Cancer,Florida,40814,18971650.0,215.13,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,"44,857",33.0,20.0,62.4,17.6,16.1,7.1,27.4,34.6,0.956,215.13,25.0
4983,2008,Cancer,District of Columbia,1143,585136.0,195.34,,,,,,,,,,,,,,,,,,,0.902,195.34,22.56
4984,2008,Cancer,Delaware,1912,860188.0,222.28,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,"50,702",24.0,21.3,65.7,13.0,17.0,8.6,30.7,34.9,0.938,222.28,23.72
4985,2008,Cancer,Connecticut,6830,3525871.0,193.71,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,"64,682",38.0,20.7,65.5,13.8,12.7,7.7,26.0,30.5,0.953,193.71,23.8
4986,2008,Cancer,Colorado,6719,4709615.0,142.67000000000004,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,"60,943",10.0,22.5,67.8,9.7,14.6,6.7,22.3,25.9,1.012,142.67000000000004,28.73
4987,2008,Cancer,California,54686,36596645.0,149.43,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,"57,014",50.0,22.9,66.5,10.6,11.3,11.9,25.0,28.4,0.988,149.43,27.59
4988,2008,Cancer,Arkansas,6526,3384223.0,192.84,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,"39,586",7.0,23.5,62.5,14.0,22.3,7.1,35.7,41.3,0.971,192.84,26.39
4989,2008,Cancer,Arizona,10081,6099266.0,165.28,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,"46,914",39.0,23.3,63.7,13.0,15.6,9.7,29.0,30.7,0.988,165.28,34.410000000000004
4990,2008,Cancer,Alaska,867,677418.0,127.99,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,"63,989",19.0,25.0,69.3,5.7,21.0,7.4,31.4,31.8,1.09,127.99,11.81
4991,2008,Cancer,Alabama,10182,4744035.0,214.63,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,"44,476",35.0,22.5,64.5,13.0,20.9,8.4,35.7,41.9,0.938,214.63,32.0
4992,2008,CLRD,Wyoming,311,574785.0,54.11,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,"53,337",11.0,23.6,64.7,11.7,18.7,5.0,27.7,30.8,1.043,152.06,21.75
4993,2008,CLRD,Wisconsin,2538,5685008.0,44.64,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,"51,200",3.0,22.1,64.8,13.1,16.0,6.8,30.7,30.8,0.988,196.75,29.110000000000007
4994,2008,CLRD,West Virginia,1590,1815906.0,87.56,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,"37,994",45.0,22.4,62.3,15.3,26.0,7.8,37.7,43.5,0.977,253.59,36.46
4995,2008,CLRD,Washington,2930,6412212.0,45.69,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,"56,631",21.0,22.2,66.6,11.2,13.5,8.0,28.6,29.5,0.988,181.19,48.42
4996,2008,CLRD,Virginia,3023,7793127.0,38.79,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,"61,985",41.0,22.1,66.7,11.2,16.4,7.2,29.0,32.4,0.9670000000000001,179.43,22.62
4997,2008,CLRD,Vermont,341,622145.0,54.81,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,"50,706",26.0,18.7,68.6,12.7,15.8,5.2,27.1,30.4,0.975,205.58,35.04
4998,2008,CLRD,Utah,638,2694060.0,23.68,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,"62,537",22.0,29.9,61.6,8.5,8.9,8.3,25.4,24.5,1.016,92.5,15.18
4999,2008,CLRD,United States,141090,300843878.0,46.9,,,,,,,,,,"50,303",,,,,,,,,,187.96,27.399999999999995
5000,2008,CLRD,Texas,8874,24099942.0,36.82,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,"46,490",46.0,26.0,64.1,9.9,15.7,8.6,34.8,32.5,0.987,148.19,21.91
5001,2008,CLRD,Tennessee,3545,6348931.0,55.84,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,"39,702",28.0,22.4,65.2,12.4,22.6,7.7,29.6,38.7,0.95,207.31,38.16
